time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,cloud_cover_mean,pressure_msl_mean,wind_speed_10m_max,wind_direction_10m_dominant,sunshine_duration
2020-10-23,27.1,30.1,24.4,88,1.3,1.3,43,1006.8,11.6,336,38131.65
2020-10-24,27.1,28.4,25.8,90,2.8,2.8,70,1008.4,10.4,190,36991.93
2020-10-25,27.1,29.2,24.8,90,3.9,3.9,44,1010.2,12.0,280,37955.12
2020-10-26,27.7,31.0,25.4,83,0.0,0.0,40,1011.2,14.3,2,37488.66
2020-10-27,27.4,31.1,24.7,76,0.0,0.0,12,1010.3,12.4,8,38531.6
2020-10-28,27.3,31.6,23.6,79,0.0,0.0,7,1010.7,11.2,346,39441.21
2020-10-29,26.9,30.2,23.4,81,0.0,0.0,4,1011.3,11.8,351,39183.29
2020-10-30,26.6,31.2,22.8,78,0.0,0.0,2,1011.1,13.0,356,39428.39
2020-10-31,26.3,30.8,21.5,74,0.0,0.0,2,1011.1,13.2,354,39167.8
2020-11-01,26.5,30.7,22.8,76,0.0,0.0,14,1011.8,13.0,346,38718.49
2020-11-02,27.6,32.0,23.6,75,0.0,0.0,19,1012.5,10.7,9,37229.38
2020-11-03,28.0,33.1,24.0,67,0.0,0.0,9,1012.2,14.5,15,38792.45
2020-11-04,27.3,32.7,23.0,69,0.0,0.0,8,1011.9,13.0,13,38827.66
2020-11-05,27.0,33.0,22.4,63,0.0,0.0,1,1012.3,13.1,28,38856.43
2020-11-06,26.7,32.8,22.4,57,0.0,0.0,0,1013.8,16.2,31,38841.4
2020-11-07,26.4,33.1,21.4,57,0.0,0.0,2,1014.2,15.5,29,38664.2
2020-11-08,27.6,33.7,23.1,57,0.0,0.0,2,1014.0,13.6,48,38454.45
2020-11-09,26.6,32.3,22.1,60,0.0,0.0,1,1013.5,13.3,5,38487.27
2020-11-10,25.7,32.4,20.3,57,0.0,0.0,0,1011.4,14.3,48,38769.4
2020-11-11,25.2,32.0,20.2,56,0.0,0.0,0,1011.9,17.3,45,38748.24
2020-11-12,25.3,31.9,20.1,51,0.0,0.0,0,1013.0,15.4,27,38725.77
2020-11-13,26.2,32.5,20.4,62,0.0,0.0,1,1012.0,17.2,14,37871.65
2020-11-14,27.5,33.4,22.7,68,0.0,0.0,9,1010.4,14.9,24,37374.45
2020-11-15,27.8,32.3,24.2,71,0.0,0.0,24,1010.6,14.8,342,36000.0
2020-11-16,28.1,33.1,24.2,65,0.0,0.0,17,1010.9,18.3,354,37417.35
2020-11-17,28.6,33.9,25.2,63,0.0,0.0,62,1010.0,18.4,358,36000.0
2020-11-18,27.5,30.8,24.4,71,0.1,0.1,85,1009.9,12.5,333,36416.1
2020-11-19,27.8,32.2,25.4,66,0.0,0.0,61,1010.2,18.0,351,36174.82
2020-11-20,27.3,31.1,24.3,61,0.0,0.0,65,1011.4,16.3,350,35055.33
2020-11-21,26.6,31.0,22.6,62,0.0,0.0,45,1012.0,16.4,341,37020.73
2020-11-22,25.6,30.9,21.1,74,0.0,0.0,12,1012.7,16.7,336,37045.61
2020-11-23,25.7,30.6,21.2,73,0.0,0.0,15,1013.0,17.6,333,36806.6
2020-11-24,25.7,31.0,21.7,66,0.0,0.0,21,1011.9,16.0,336,36027.13
2020-11-25,26.3,31.0,22.8,68,0.0,0.0,33,1011.0,17.4,335,34109.78
2020-11-26,26.2,31.4,21.3,63,0.0,0.0,3,1011.5,21.5,350,36579.7
2020-11-27,27.6,33.0,23.5,43,0.0,0.0,1,1012.8,22.6,39,36335.21
2020-11-28,27.1,32.3,23.2,51,0.0,0.0,46,1013.2,15.6,50,33245.24
2020-11-29,27.2,31.6,24.3,65,0.0,0.0,14,1013.1,14.3,24,36000.0
2020-11-30,27.0,32.0,22.9,67,0.0,0.0,2,1013.3,16.0,347,36128.18
2020-12-01,28.0,33.1,24.4,64,0.0,0.0,9,1013.1,16.8,347,36147.58
2020-12-02,27.3,32.8,23.6,66,0.0,0.0,30,1012.0,19.5,356,36187.51
2020-12-03,26.4,32.5,21.5,62,0.0,0.0,17,1011.5,17.3,14,36202.94
2020-12-04,25.7,32.4,20.3,64,0.0,0.0,63,1010.7,14.0,21,36217.71
2020-12-05,25.5,32.8,19.3,62,0.0,0.0,5,1011.2,14.3,13,36231.78
2020-12-06,25.6,32.9,20.1,51,0.0,0.0,28,1012.3,15.3,31,36246.4
2020-12-07,25.9,33.4,20.3,49,0.0,0.0,57,1013.6,17.2,43,36266.16
2020-12-08,26.0,33.0,20.7,53,0.0,0.0,67,1013.4,15.3,23,36018.29
2020-12-09,26.4,32.7,21.7,58,0.0,0.0,54,1012.1,14.7,15,34313.57
2020-12-10,27.3,31.0,24.3,66,0.0,0.0,47,1011.6,14.5,338,36000.0
2020-12-11,25.8,28.0,24.4,71,1.0,1.0,85,1012.6,15.0,348,21489.75
2020-12-12,25.6,30.4,23.0,77,1.3,1.3,80,1011.7,17.7,360,22263.88
2020-12-13,25.1,28.9,22.6,75,0.0,0.0,92,1010.9,15.4,1,31082.41
2020-12-14,24.1,27.4,22.6,86,22.5,22.5,67,1011.4,11.2,3,22632.39
2020-12-15,24.8,29.3,21.9,80,0.0,0.0,15,1012.6,21.0,348,34124.52
2020-12-16,24.9,29.3,21.9,79,0.0,0.0,26,1013.7,19.4,350,36172.72
2020-12-17,25.2,30.2,21.5,76,0.0,0.0,25,1013.9,19.5,354,36160.86
2020-12-18,25.0,30.8,21.2,74,0.0,0.0,55,1013.5,15.3,0,36418.18
2020-12-19,25.4,31.9,20.6,66,0.0,0.0,20,1014.0,18.4,20,36405.66
2020-12-20,25.0,31.0,21.1,58,0.0,0.0,16,1014.6,17.9,27,36392.4
2020-12-21,24.1,31.2,18.8,55,0.0,0.0,11,1013.4,16.9,35,36000.0
2020-12-22,23.2,30.9,17.2,58,0.0,0.0,57,1012.3,14.1,24,36093.84
2020-12-23,23.2,29.4,16.5,62,0.0,0.0,24,1011.1,13.0,357,36887.61
2020-12-24,23.5,31.0,17.4,62,0.0,0.0,0,1010.1,16.4,359,36871.54
2020-12-25,25.1,32.5,18.9,60,0.0,0.0,0,1010.6,12.8,22,36585.1
2020-12-26,25.0,31.5,19.8,65,0.0,0.0,9,1012.0,14.3,352,36837.55
2020-12-27,24.8,30.0,20.8,68,0.0,0.0,45,1012.1,20.9,342,36819.79
2020-12-28,23.2,28.3,19.7,50,0.0,0.0,4,1012.2,23.1,347,37071.1
2020-12-29,22.0,27.5,16.5,61,0.0,0.0,3,1011.4,18.7,340,37052.33
2020-12-30,22.9,28.7,18.3,65,0.0,0.0,0,1011.5,20.4,343,37033.2
2020-12-31,24.5,32.0,19.1,67,0.0,0.0,10,1011.0,15.3,358,37013.76
2021-01-01,25.4,31.7,20.8,70,0.0,0.0,32,1011.4,17.3,329,36724.95
2021-01-02,25.0,28.9,22.6,75,0.0,0.0,55,1012.1,16.2,330,35685.08
2021-01-03,24.3,28.3,21.5,69,0.0,0.0,17,1010.7,18.0,336,37491.47
2021-01-04,24.0,28.0,21.2,66,0.0,0.0,30,1010.7,16.6,329,36933.72
2021-01-05,24.0,28.4,21.2,67,0.4,0.4,23,1011.8,20.9,343,37181.77
2021-01-06,24.5,29.1,21.6,61,0.0,0.0,43,1011.3,21.8,343,37161.23
2021-01-07,25.2,29.4,21.6,71,0.2,0.2,52,1009.3,17.6,339,36572.56
2021-01-08,25.2,28.9,22.9,84,2.8,2.8,49,1008.7,11.5,342,33670.54
2021-01-09,25.9,30.3,22.9,78,0.2,0.2,34,1009.3,16.1,352,37634.06
2021-01-10,26.9,31.0,23.9,76,0.0,0.0,36,1010.0,14.3,358,37612.15
2021-01-11,26.9,31.3,23.8,73,0.0,0.0,18,1011.1,16.1,341,38123.52
2021-01-12,27.3,32.7,24.0,68,0.0,0.0,20,1011.7,20.7,353,37833.7
2021-01-13,26.9,32.2,22.5,62,0.0,0.0,13,1011.4,18.9,353,38768.13
2021-01-14,24.8,30.5,21.5,70,0.0,0.0,44,1010.9,20.1,344,38807.26
2021-01-15,23.7,28.3,20.3,75,0.0,0.0,25,1010.4,19.1,329,38846.54
2021-01-16,22.7,28.4,18.2,73,0.0,0.0,4,1009.5,18.6,337,38885.93
2021-01-17,23.4,28.2,19.0,78,0.0,0.0,30,1009.9,14.7,329,38925.34
2021-01-18,24.2,28.8,20.4,74,0.0,0.0,4,1011.5,18.1,336,38964.7
2021-01-19,25.2,29.9,21.0,61,0.0,0.0,6,1011.6,17.2,336,39003.93
2021-01-20,24.7,30.4,20.1,57,0.0,0.0,0,1012.5,18.1,341,39042.96
2021-01-21,23.0,28.8,19.5,65,0.0,0.0,1,1012.4,17.6,337,39081.72
2021-01-22,23.0,29.7,18.3,75,0.0,0.0,0,1011.7,18.6,337,39120.15
2021-01-23,24.1,30.6,20.0,68,0.0,0.0,0,1011.8,20.1,336,39158.15
2021-01-24,23.8,29.4,19.2,62,0.0,0.0,0,1012.7,19.6,338,39195.67
2021-01-25,22.5,29.0,16.7,64,0.0,0.0,46,1013.3,19.1,338,39232.62
2021-01-26,22.0,28.0,17.7,70,0.0,0.0,9,1012.9,20.4,339,39268.95
2021-01-27,21.5,27.1,16.9,71,0.0,0.0,61,1012.5,18.4,336,39304.57
2021-01-28,21.6,27.6,17.0,71,0.0,0.0,14,1012.9,20.0,337,39339.51
2021-01-29,22.4,28.2,16.7,63,0.0,0.0,5,1013.5,17.9,338,39374.14
2021-01-30,23.1,30.0,17.3,63,0.0,0.0,0,1012.9,19.9,343,39408.5
2021-01-31,23.5,30.9,17.9,62,0.0,0.0,0,1013.1,19.2,346,39442.57
2021-02-01,25.7,32.6,20.5,53,0.0,0.0,8,1014.4,19.7,356,39476.33
2021-02-02,26.3,32.9,21.5,47,0.0,0.0,2,1014.6,17.9,2,39509.75
2021-02-03,24.9,31.3,19.1,53,0.0,0.0,0,1013.9,16.6,336,39542.83
2021-02-04,24.3,30.2,20.1,60,0.0,0.0,0,1013.8,21.1,342,39575.53
2021-02-05,24.3,29.9,20.1,53,0.0,0.0,0,1013.6,22.7,340,39600.0
2021-02-06,24.7,31.4,19.3,45,0.0,0.0,24,1012.7,21.3,2,39600.0
2021-02-07,25.8,32.8,20.9,39,0.0,0.0,0,1013.2,19.6,24,39600.0
2021-02-08,24.9,32.7,18.7,41,0.0,0.0,0,1013.7,22.0,7,39600.0
2021-02-09,24.1,32.7,17.3,49,0.0,0.0,0,1012.8,17.1,358,39600.0
2021-02-10,23.6,30.9,17.5,57,0.0,0.0,79,1011.7,18.4,339,39600.0
2021-02-11,24.6,32.2,18.0,55,0.0,0.0,94,1010.6,16.5,346,39600.0
2021-02-12,24.5,30.3,19.3,61,0.0,0.0,45,1011.3,19.5,328,39600.0
2021-02-13,24.3,30.3,18.9,66,0.0,0.0,0,1012.6,22.0,330,39600.0
2021-02-14,24.2,30.2,20.1,70,0.0,0.0,1,1012.9,21.8,331,39600.0
2021-02-15,24.2,28.6,20.6,72,0.0,0.0,0,1012.1,23.4,330,39600.0
2021-02-16,23.6,27.8,20.4,79,0.0,0.0,7,1011.9,24.2,331,39600.0
2021-02-17,24.0,28.8,20.1,76,0.0,0.0,2,1011.5,24.7,335,39600.0
2021-02-18,25.3,31.4,20.5,66,1.0,1.0,21,1011.9,15.6,350,39600.0
2021-02-19,25.5,32.0,21.5,62,0.1,0.1,24,1013.6,19.0,36,39600.0
2021-02-20,25.6,32.4,20.3,55,0.0,0.0,17,1013.6,25.3,22,38847.27
2021-02-21,27.1,34.0,22.0,45,0.0,0.0,17,1013.1,21.3,38,39600.0
2021-02-22,26.8,33.1,22.3,57,0.0,0.0,6,1013.5,20.5,330,39600.0
2021-02-23,26.6,31.7,21.8,61,0.0,0.0,2,1012.2,18.7,325,39600.0
2021-02-24,27.1,33.1,21.8,60,0.0,0.0,3,1010.9,19.4,327,39600.0
2021-02-25,27.5,33.1,23.0,54,0.0,0.0,4,1011.5,24.0,332,39600.0
2021-02-26,26.1,30.3,21.8,66,0.0,0.0,7,1010.9,20.7,324,39600.0
2021-02-27,26.1,31.2,20.8,69,0.0,0.0,2,1009.8,24.2,331,39600.0
2021-02-28,27.6,34.3,21.7,56,0.0,0.0,2,1009.4,21.8,339,39600.0
2021-03-01,28.4,35.1,24.0,49,0.0,0.0,13,1011.8,23.2,339,39600.0
2021-03-02,28.0,34.4,22.0,44,0.0,0.0,1,1012.6,25.0,336,39701.88
2021-03-03,28.3,36.3,22.3,40,0.0,0.0,1,1010.9,21.9,339,39678.45
2021-03-04,28.9,36.4,21.8,36,0.0,0.0,2,1010.4,23.3,345,39899.91
2021-03-05,28.2,36.6,21.8,43,0.0,0.0,0,1011.5,19.2,341,39876.08
2021-03-06,26.2,31.4,22.4,78,0.0,0.0,1,1012.6,18.2,276,39852.23
2021-03-07,26.4,32.9,21.0,67,0.0,0.0,1,1011.8,19.9,337,39828.41
2021-03-08,26.2,32.3,21.4,64,0.0,0.0,0,1011.6,21.1,330,40048.91
2021-03-09,27.7,34.9,22.7,57,0.0,0.0,3,1011.4,24.2,339,40025.07
2021-03-10,27.4,32.7,23.8,62,0.0,0.0,12,1011.5,21.0,324,39600.0
2021-03-11,26.3,31.0,22.7,71,0.0,0.0,6,1011.8,23.2,327,39976.67
2021-03-12,26.7,32.7,21.9,64,0.0,0.0,8,1012.7,24.2,335,39951.95
2021-03-13,28.7,35.7,24.4,48,0.0,0.0,3,1012.2,21.3,341,39926.96
2021-03-14,28.7,34.6,23.6,46,0.0,0.0,3,1010.3,20.2,332,40388.86
2021-03-15,28.8,34.6,24.0,46,0.0,0.0,1,1009.8,23.7,335,40606.76
2021-03-16,28.4,33.8,23.3,53,0.0,0.0,2,1010.2,23.5,333,40824.37
2021-03-17,28.7,34.7,23.0,53,0.0,0.0,44,1008.9,23.2,334,40555.1
2021-03-18,27.9,32.5,23.7,59,0.0,0.0,18,1009.2,19.5,320,40285.87
2021-03-19,27.2,32.2,23.4,65,0.0,0.0,13,1010.2,24.2,327,40746.57
2021-03-20,26.3,31.2,22.2,75,0.0,0.0,11,1008.9,18.0,321,40477.42
2021-03-21,26.9,32.0,22.2,74,0.0,0.0,7,1008.2,15.6,308,41181.44
2021-03-22,27.8,33.8,23.3,70,0.0,0.0,6,1010.2,18.0,323,39696.2
2021-03-23,28.6,33.9,23.6,52,0.0,0.0,10,1010.8,23.7,334,41130.36
2021-03-24,29.7,35.6,24.9,49,0.0,0.0,3,1010.7,17.9,337,41105.17
2021-03-25,30.9,38.3,25.0,32,0.0,0.0,0,1009.8,25.3,346,42053.67
2021-03-26,30.5,36.6,25.1,31,0.0,0.0,0,1008.8,22.5,341,42272.69
2021-03-27,30.5,38.6,24.4,32,0.0,0.0,0,1007.8,24.2,343,42492.26
2021-03-28,28.1,33.7,23.2,59,0.0,0.0,19,1007.9,18.3,277,42630.15
2021-03-29,27.8,32.5,24.4,78,0.0,0.0,54,1008.1,24.3,296,41958.67
2021-03-30,26.8,31.4,23.5,78,0.0,0.0,6,1008.3,14.4,241,42728.01
2021-03-31,26.6,30.9,22.2,81,0.0,0.0,10,1007.5,19.2,302,42156.81
2021-04-01,27.3,31.6,24.3,78,0.0,0.0,17,1007.1,18.1,252,41402.25
2021-04-02,27.0,31.0,24.2,76,0.1,0.1,55,1007.4,16.0,227,42599.85
2021-04-03,27.1,30.4,24.0,75,0.0,0.0,16,1008.4,17.9,231,42089.23
2021-04-04,27.3,31.0,24.4,76,0.0,0.0,16,1010.2,21.1,282,42067.05
2021-04-05,27.4,31.7,23.7,80,0.0,0.0,9,1010.1,22.7,322,42289.63
2021-04-06,28.5,33.9,23.8,66,0.0,0.0,1,1009.1,24.7,325,43074.99
2021-04-07,28.1,33.4,23.7,70,0.0,0.0,5,1009.9,21.7,326,43124.37
2021-04-08,27.9,31.5,24.5,80,0.0,0.0,17,1008.8,18.2,281,43173.49
2021-04-09,28.1,32.0,24.3,77,0.0,0.0,11,1008.3,20.8,304,43200.0
2021-04-10,28.0,32.3,24.0,77,0.0,0.0,19,1009.4,18.8,297,43200.0
2021-04-11,28.9,34.1,24.5,75,0.0,0.0,17,1010.2,18.2,297,43104.11
2021-04-12,29.1,33.4,24.9,74,0.0,0.0,16,1011.2,19.2,294,43200.0
2021-04-13,29.9,36.1,24.9,67,0.0,0.0,14,1010.3,20.2,319,42866.2
2021-04-14,30.0,35.4,27.0,68,0.0,0.0,14,1010.0,18.8,289,43200.0
2021-04-15,29.0,34.0,25.6,75,0.0,0.0,10,1010.0,19.4,274,43200.0
2021-04-16,28.1,32.1,24.5,76,0.0,0.0,1,1009.8,23.5,312,43200.0
2021-04-17,28.4,32.4,24.5,79,0.0,0.0,2,1010.3,22.0,323,43200.0
2021-04-18,29.5,34.3,24.8,76,0.0,0.0,3,1010.6,19.5,313,43200.0
2021-04-19,28.7,32.6,24.8,78,0.0,0.0,3,1009.6,18.3,263,43200.0
2021-04-20,28.5,32.1,25.6,78,0.0,0.0,26,1008.9,14.9,275,43197.59
2021-04-21,28.3,32.0,25.3,77,0.0,0.0,73,1010.2,20.0,298,40265.23
2021-04-22,28.3,32.9,25.1,77,0.0,0.0,87,1010.2,23.4,331,43200.0
2021-04-23,28.2,33.3,24.1,72,0.0,0.0,81,1010.1,21.5,311,41843.26
2021-04-24,27.7,32.2,23.9,77,0.0,0.0,37,1009.6,22.2,320,43200.0
2021-04-25,29.0,33.6,24.3,78,0.0,0.0,48,1008.2,23.9,320,43200.0
2021-04-26,29.9,33.4,26.8,79,0.0,0.0,12,1008.0,17.4,259,43200.0
2021-04-27,29.7,33.7,26.9,75,0.0,0.0,3,1009.0,17.4,255,43200.0
2021-04-28,29.7,34.2,25.8,75,0.0,0.0,3,1009.9,21.6,296,43200.0
2021-04-29,29.6,34.1,26.6,79,0.0,0.0,25,1009.4,22.1,307,43200.0
2021-04-30,29.2,32.4,26.3,79,0.0,0.0,30,1008.5,16.6,298,43200.0
2021-05-01,30.0,34.2,27.0,74,0.0,0.0,59,1007.5,20.9,322,37837.73
2021-05-02,30.2,33.6,27.8,77,0.0,0.0,39,1008.0,15.9,280,43200.0
2021-05-03,30.2,34.3,26.8,75,0.0,0.0,9,1007.7,19.3,308,43200.0
2021-05-04,30.0,33.6,26.7,73,0.0,0.0,0,1007.5,20.3,313,43200.0
2021-05-05,30.0,33.4,26.9,75,0.0,0.0,1,1007.4,20.8,301,43200.0
2021-05-06,29.6,32.8,27.0,79,0.0,0.0,7,1008.0,18.3,285,43200.0
2021-05-07,29.8,32.9,26.8,78,0.0,0.0,6,1008.8,20.0,296,43200.0
2021-05-08,29.8,33.3,26.8,78,0.0,0.0,15,1007.7,19.8,296,43200.0
2021-05-09,29.9,32.9,27.5,77,0.0,0.0,11,1007.0,17.7,267,43200.0
2021-05-10,29.7,33.2,27.5,73,0.0,0.0,13,1006.9,20.1,287,43200.0
2021-05-11,29.5,32.7,26.8,73,0.0,0.0,29,1007.5,19.0,294,43200.0
2021-05-12,29.5,32.5,27.4,69,0.0,0.0,23,1006.2,19.3,290,43200.0
2021-05-13,29.3,32.0,27.3,66,0.0,0.0,64,1005.4,18.1,284,41985.12
2021-05-14,29.3,33.2,25.9,73,0.0,0.0,71,1003.5,24.2,324,43200.0
2021-05-15,31.3,35.3,27.5,65,0.0,0.0,100,1000.3,28.0,343,28631.68
2021-05-16,31.0,36.2,27.1,62,7.0,7.0,100,998.1,25.7,68,6620.46
2021-05-17,26.8,27.5,26.3,88,199.9,199.9,100,996.4,61.9,155,0.0
2021-05-18,27.4,28.6,26.5,88,22.6,22.6,100,1002.4,47.5,194,16451.91
2021-05-19,27.5,29.2,26.0,88,15.2,15.2,95,1004.6,28.0,213,25442.93
2021-05-20,28.3,30.7,26.3,83,1.0,1.0,38,1006.6,14.1,234,42857.28
2021-05-21,28.4,30.7,26.3,82,0.3,0.3,27,1007.5,12.1,251,42695.21
2021-05-22,28.7,30.5,27.5,78,1.2,1.2,61,1007.1,15.5,259,40451.22
2021-05-23,28.8,30.8,27.4,79,1.6,1.6,42,1007.9,16.4,294,35810.99
2021-05-24,28.8,30.9,27.1,81,1.8,1.8,38,1008.7,20.2,310,43200.0
2021-05-25,29.0,30.9,27.4,78,1.7,1.7,74,1007.0,21.9,302,43200.0
2021-05-26,29.2,31.0,27.4,71,0.0,0.0,82,1006.1,17.3,271,43054.99
2021-05-27,29.6,31.5,28.4,72,4.8,4.8,73,1006.1,20.7,256,43200.0
2021-05-28,29.2,31.1,27.6,79,3.6,3.6,56,1006.4,17.7,251,42045.88
2021-05-29,28.8,30.9,26.6,82,2.8,2.8,87,1007.4,16.0,238,40802.88
2021-05-30,28.9,30.7,27.3,82,3.3,3.3,75,1007.4,16.5,207,38528.69
2021-05-31,28.5,30.3,27.0,85,3.5,3.5,64,1005.5,15.6,208,39567.75
2021-06-01,28.2,30.5,26.9,86,7.4,7.4,84,1005.7,19.5,195,34687.46
2021-06-02,28.1,29.8,26.6,86,11.1,11.1,80,1006.5,13.3,198,39135.31
2021-06-03,28.8,30.8,26.8,84,1.3,1.3,58,1007.1,14.0,209,40058.01
2021-06-04,28.6,31.1,26.9,84,5.2,5.2,48,1007.9,12.7,193,43200.0
2021-06-05,27.3,29.2,25.9,86,7.7,7.7,96,1007.2,12.2,185,4544.0
2021-06-06,27.4,29.4,25.5,84,9.7,9.7,71,1007.5,15.9,213,19498.72
2021-06-07,27.4,29.2,26.1,87,10.5,10.5,60,1007.9,15.8,211,36749.73
2021-06-08,27.0,28.4,26.0,91,25.1,25.1,87,1007.0,14.5,228,32219.42
2021-06-09,26.8,28.3,25.8,90,24.0,24.0,94,1005.9,17.3,249,20749.11
2021-06-10,27.0,28.1,26.0,89,24.0,24.0,93,1005.2,17.7,233,27306.66
2021-06-11,27.1,28.3,26.2,89,19.6,19.6,85,1004.3,22.0,224,22846.6
2021-06-12,27.0,28.7,25.7,90,15.7,15.7,95,1004.1,18.0,240,14492.48
2021-06-13,27.4,28.9,26.3,89,9.6,9.6,72,1004.0,19.0,232,35258.13
2021-06-14,27.3,29.0,26.1,90,5.2,5.2,69,1002.9,19.3,222,37459.67
2021-06-15,26.8,28.2,25.9,89,9.2,9.2,84,1001.9,21.0,215,33242.04
2021-06-16,26.4,27.3,25.6,91,13.7,13.7,94,1002.3,22.1,216,0.0
2021-06-17,26.2,27.3,25.5,90,18.5,18.5,97,1003.5,24.0,213,7171.6
2021-06-18,26.1,27.3,25.1,90,15.9,15.9,79,1004.5,26.6,226,34833.03
2021-06-19,25.8,26.9,25.1,90,18.5,18.5,84,1006.5,22.7,221,26675.84
2021-06-20,26.7,28.9,25.1,88,10.3,10.3,73,1007.3,24.8,233,35552.0
2021-06-21,27.3,29.2,25.1,85,5.6,5.6,67,1007.9,16.9,243,38045.79
2021-06-22,27.4,28.6,26.0,86,5.9,5.9,88,1007.6,15.1,254,30674.41
2021-06-23,27.0,28.2,26.3,89,5.6,5.6,75,1007.2,15.2,234,35933.71
2021-06-24,26.4,27.5,25.4,90,8.7,8.7,98,1007.6,19.1,230,693.47
2021-06-25,26.0,26.7,25.6,92,36.7,36.7,99,1006.7,16.3,247,0.0
2021-06-26,27.6,29.4,25.7,82,3.5,3.5,78,1006.5,18.3,271,39939.99
2021-06-27,27.2,28.5,26.3,85,9.3,9.3,84,1008.1,15.4,302,21465.47
2021-06-28,26.1,27.4,25.0,90,19.2,19.2,97,1007.2,10.6,297,7090.71
2021-06-29,27.4,29.2,25.6,88,3.0,3.0,67,1006.6,14.8,222,40161.31
2021-06-30,27.5,28.9,26.4,89,4.8,4.8,71,1006.7,16.1,235,36258.63
2021-07-01,28.3,29.8,27.2,80,2.9,2.9,88,1005.1,22.8,248,40884.29
2021-07-02,28.1,29.9,27.0,81,1.8,1.8,45,1005.5,22.6,226,43374.35
2021-07-03,27.9,29.6,26.4,85,1.8,1.8,43,1006.6,18.5,228,40173.04
2021-07-04,27.7,29.1,26.4,86,2.3,2.3,72,1007.1,13.0,242,38905.68
2021-07-05,27.7,29.1,26.3,87,1.2,1.2,60,1006.9,13.0,258,32786.56
2021-07-06,27.8,29.7,26.1,86,1.0,1.0,75,1005.8,13.8,267,40971.55
2021-07-07,28.2,29.6,26.4,84,2.2,2.2,69,1005.7,14.2,293,41206.06
2021-07-08,27.6,29.1,26.6,88,8.9,8.9,88,1005.6,14.9,260,33235.8
2021-07-09,27.4,29.1,26.6,86,4.1,4.1,94,1003.7,13.8,260,18594.75
2021-07-10,26.3,26.8,25.9,92,85.5,85.5,100,1002.7,16.1,266,0.0
2021-07-11,27.1,28.8,25.9,88,13.7,13.7,99,1001.4,14.7,233,16022.43
2021-07-12,26.9,28.3,25.8,91,41.0,41.0,96,999.5,36.8,231,15640.8
2021-07-13,26.6,28.1,25.8,91,34.6,34.6,96,1001.4,23.7,235,16215.63
2021-07-14,26.2,27.3,25.7,91,34.9,34.9,99,1002.3,23.1,244,2942.3
2021-07-15,26.8,28.1,25.7,88,22.4,22.4,86,1001.0,23.2,240,22152.86
2021-07-16,26.5,28.4,25.4,91,31.8,31.8,80,1003.7,31.5,224,17733.51
2021-07-17,26.8,27.6,25.8,90,40.6,40.6,90,1005.6,26.6,255,5339.42
2021-07-18,26.9,28.2,26.0,90,32.9,32.9,96,1004.7,21.6,286,26945.6
2021-07-19,26.3,27.4,25.8,92,55.2,55.2,99,1004.2,22.0,270,7390.54
2021-07-20,26.4,27.5,25.7,91,29.1,29.1,100,1006.2,23.4,246,2011.84
2021-07-21,26.5,27.2,25.7,90,36.7,36.7,100,1005.0,34.8,255,30.92
2021-07-22,26.6,27.3,26.1,88,18.5,18.5,100,1002.3,34.0,266,0.0
2021-07-23,26.0,26.8,25.4,90,28.2,28.2,100,1002.3,25.3,259,0.0
2021-07-24,26.5,27.8,25.5,88,13.1,13.1,95,1003.7,24.2,261,19023.79
2021-07-25,26.4,28.3,25.4,90,15.3,15.3,100,1004.7,23.9,251,11558.25
2021-07-26,26.6,28.5,25.2,88,12.5,12.5,93,1005.1,28.7,244,37284.24
2021-07-27,26.7,28.1,25.2,86,8.4,8.4,96,1004.5,27.2,235,30782.32
2021-07-28,27.1,28.3,26.1,83,12.4,12.4,91,1004.9,30.6,236,30252.03
2021-07-29,27.0,28.8,26.2,84,11.3,11.3,97,1006.0,31.3,241,20641.8
2021-07-30,27.2,28.2,26.3,83,8.4,8.4,96,1006.8,29.5,249,5105.7
2021-07-31,27.3,28.6,26.2,82,2.7,2.7,84,1007.8,30.8,258,41339.86
2021-08-01,27.0,28.2,26.2,81,3.1,3.1,76,1006.6,31.0,255,39380.02
2021-08-02,26.6,28.1,25.6,84,4.7,4.7,95,1006.7,25.3,250,37710.48
2021-08-03,26.2,27.2,25.1,89,9.8,9.8,97,1007.9,24.4,243,27633.71
2021-08-04,26.5,27.4,25.4,87,5.6,5.6,89,1007.9,24.0,246,20955.16
2021-08-05,26.8,28.4,25.5,86,5.9,5.9,88,1006.1,24.2,254,39000.06
2021-08-06,26.9,28.2,25.9,86,3.9,3.9,69,1005.4,23.4,257,39930.03
2021-08-07,26.6,28.1,25.2,88,4.0,4.0,61,1006.2,14.9,248,32257.86
2021-08-08,26.4,27.9,25.0,90,3.0,3.0,71,1007.4,13.4,217,39547.85
2021-08-09,26.8,28.1,25.5,87,4.2,4.2,81,1008.5,17.9,223,37259.42
2021-08-10,26.5,27.8,25.5,88,4.2,4.2,94,1008.4,17.4,232,29899.89
2021-08-11,26.5,28.0,25.1,87,5.5,5.5,65,1008.4,16.7,251,38044.13
2021-08-12,26.7,28.1,25.4,86,3.9,3.9,83,1009.2,16.7,261,38275.68
2021-08-13,26.6,27.9,25.6,86,3.7,3.7,76,1008.1,18.4,257,38355.87
